1

    TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      

    RANDOM SEED =   933090934

    NUMBER OF VARIABLES =   4

    NUMBER OF OBSERVATIONS =  500
0   THE SAMPLE INPUT VECTORS WILL BE PRINTED ALONG WITH THEIR CORRESPONDING RANKS
0   HISTOGRAMS OF THE ACTUAL SAMPLE WILL BE PLOTTED FOR EACH INPUT VARIABLE
0   THE CORRELATION MATRICES (RAW DATA AND RANK CORRELATIONS) WILL BE PRINTED
1

    TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      

    VARIABLE  DISTRIBUTION          RANGE            LABEL
0       1     NORMAL             -3.708     TO    3.500      NorPer3000  PerLN                                           
0       2     NORMAL             7.8980E-02 TO    10.50      NorPor  PorNO                                               
0       3     UNIFORM             10.00     TO    100.0      UniMult Mult                                                
0       4     NORMAL              3.559     TO    5.205      	                NorLength  Length                          
1TITLE SDB Name = LHSTEST         , Ver = 2.51         07/12/00                                      
0LATIN HYPERCUBE SAMPLE INPUT VECTORS

 RUN NO.  X(1)       X(2)       X(3)       X(4)
0   95 -2.600E-01  7.058E+00  4.305E+01  4.760E+00
0   96  7.997E-01  6.366E+00  2.938E+01  4.296E+00
0   97  1.759E+00  4.739E+00  1.151E+01  4.826E+00
0   98 -1.333E+00  5.811E+00  9.784E+01  4.368E+00
0   99  1.350E+00  3.709E+00  3.612E+01  4.488E+00
0  100 -1.678E+00  8.601E+00  7.333E+01  4.158E+00
0  101 -2.265E-01  4.792E+00  9.541E+01  4.393E+00
0  102 -5.189E-02  7.115E+00  9.113E+01  4.631E+00
0  103  1.226E+00  9.299E+00  5.506E+01  5.010E+00
0  104  1.367E+00  5.259E+00  1.232E+01  4.310E+00
0  105  2.500E+00  7.213E+00  8.213E+01  4.098E+00
0  106  5.964E-01  6.283E+00  6.697E+01  4.762E+00
0  107  7.396E-02  8.445E+00  6.836E+01  4.387E+00
0  108  6.239E-01  6.529E+00  4.694E+01  4.308E+00
0  109 -3.234E-02  3.192E+00  3.182E+01  4.549E+00
0  110 -2.734E+00  5.663E+00  5.261E+01  4.119E+00
0  111 -3.709E+00  3.948E+00  7.464E+01  4.281E+00
0  112  2.035E+00  7.012E+00  3.351E+01  3.892E+00
0  113  1.163E+00  6.577E+00  7.178E+01  4.590E+00
0  114  7.906E-01  8.823E+00  9.230E+01  4.545E+00
0  115  1.193E-01  5.161E+00  6.945E+01  3.885E+00
0  116  5.231E-01  5.150E+00  3.205E+01  4.552E+00
0  117 -3.100E+00  3.551E+00  9.334E+01  4.419E+00
0  118 -3.343E-01  6.599E+00  8.476E+01  3.851E+00
0  119  2.079E+00  4.000E+00  1.089E+01  4.642E+00
0  120  9.596E-01  2.524E+00  2.199E+01  4.249E+00
0  121  1.095E+00  6.812E+00  5.088E+01  4.048E+00
0  122 -9.573E-01  7.602E+00  4.372E+01  4.535E+00
0  123 -1.552E+00  2.806E+00  9.010E+01  4.325E+00
0  124  2.909E-01  4.033E+00  8.892E+01  4.639E+00
0  125 -5.647E-01  5.642E+00  6.763E+01  4.660E+00
0  126  7.293E-01  4.872E+00  2.896E+01  3.965E+00
0  127  1.058E+00  1.019E+01  4.115E+01  4.383E+00
0  128 -1.933E+00  2.305E+00  7.225E+01  4.240E+00
0  129  7.890E-01  3.704E+00  3.539E+01  4.006E+00
0  130 -9.358E-01  8.510E+00  8.170E+01  4.751E+00
0  131 -2.298E-01  6.351E+00  1.792E+01  4.575E+00
0  132 -1.227E+00  7.570E+00  3.101E+01  4.504E+00
0  133 -1.277E+00  7.894E+00  7.661E+01  4.601E+00
0  134 -2.005E+00  6.905E+00  1.029E+01  3.695E+00
0  135 -1.307E+00  1.978E+00  7.939E+01  4.541E+00
0  136 -7.206E-01  8.137E+00  3.339E+01  5.205E+00
0  137 -3.220E+00  9.193E+00  5.991E+01  4.177E+00
0  138  5.672E-02  6.176E+00  9.698E+01  4.128E+00
0  139  1.062E+00  5.226E+00  7.647E+01  3.559E+00
0  140 -2.160E+00  3.223E+00  5.132E+01  5.205E+00
0  141 -1.690E+00  5.454E+00  8.864E+01  4.174E+00
0  142  1.890E+00  5.342E+00  4.087E+01  5.011E+00
0  143  6.810E-01  1.553E+00  9.873E+01  3.945E+00
0  144 -3.416E-03  1.673E+00  3.031E+01  4.816E+00
0  145 -1.495E+00  4.513E+00  5.379E+01  4.319E+00
0  146 -7.015E-01  4.774E+00  6.233E+01  4.187E+00
0  147  6.135E-01  8.189E+00  7.148E+01  4.752E+00
0  148 -2.510E-01  7.687E+00  8.615E+01  4.457E+00
0  149  1.767E+00  4.237E+00  1.817E+01  3.988E+00
0  150 -2.861E-01  5.923E+00  8.320E+01  4.682E+00
0  151  2.856E+00  7.505E+00  9.521E+01  4.326E+00
0  152  1.909E+00  3.477E+00  4.809E+01  4.438E+00
0  153 -9.501E-02  6.055E+00  6.911E+01  4.286E+00
0  154 -4.447E-01  2.997E+00  6.862E+01  3.580E+00
0  155 -2.044E+00  4.463E+00  5.836E+01  4.337E+00
0  156  1.027E-01  5.536E+00  1.707E+01  3.829E+00
0  157 -2.753E-01  8.631E+00  4.918E+01  4.931E+00
0  158 -9.828E-02  6.005E+00  3.759E+01  4.402E+00
0  159 -2.122E+00  7.259E+00  1.296E+01  4.564E+00
0  160  1.246E-01  3.566E+00  2.592E+01  4.026E+00
0  161  9.861E-01  9.256E+00  6.447E+01  3.559E+00
0  162  2.420E-01  4.579E+00  6.504E+01  4.709E+00
0  163  4.903E-01  7.641E+00  9.381E+01  3.874E+00
0  164 -8.598E-01  2.974E+00  5.053E+01  5.163E+00
0  165  9.254E-01  2.396E+00  9.165E+01  4.313E+00
0  166  1.372E-01  5.493E+00  3.282E+01  4.495E+00
0  167  1.130E+00  5.554E+00  1.652E+01  3.870E+00
0  168  1.450E+00  7.243E+00  7.903E+01  4.729E+00
0  169  3.690E-01  7.104E+00  6.097E+01  4.252E+00
0  170  1.471E+00  2.354E+00  7.958E+01  4.089E+00
0  171  1.852E-02  2.967E+00  7.092E+01  4.272E+00
0  172 -1.107E+00  3.524E+00  2.850E+01  4.992E+00
0  173  8.306E-01  2.472E+00  9.808E+01  4.723E+00
0  174  1.678E+00  3.459E+00  9.266E+01  4.397E+00
0  175 -6.305E-01  7.651E+00  1.834E+01  4.205E+00
0  176  1.627E-01  6.783E+00  1.093E+01  4.816E+00
0  177  2.347E-01  4.173E+00  1.589E+01  4.246E+00
0  178 -1.533E-01  3.623E+00  1.866E+01  3.904E+00
0  179 -2.698E+00  1.380E+00  8.919E+01  4.997E+00
0  180 -6.241E-01  4.119E+00  7.064E+01  3.899E+00
0  181 -2.948E+00  3.883E+00  6.057E+01  4.137E+00
0  182 -3.215E-01  4.347E+00  7.583E+01  4.426E+00
0  183  3.202E-01  4.992E+00  2.000E+01  4.914E+00
0  184 -1.142E-01  3.339E+00  8.637E+01  4.051E+00
0  185  6.882E-01  7.898E-02  3.979E+01  4.256E+00
0  186 -1.806E-01  5.333E+00  9.399E+01  4.208E+00
0  187  2.389E+00  6.140E+00  5.954E+01  4.100E+00
0  188 -6.775E-01  5.277E+00  2.751E+01  4.785E+00
0  189  2.595E-01  7.420E+00  6.509E+01  4.477E+00
0  190 -1.735E+00  4.818E+00  2.270E+01  4.401E+00
0  191 -8.941E-01  5.757E+00  4.725E+01  4.424E+00
0  192 -9.216E-01  4.633E+00  9.988E+01  4.559E+00
0  193  7.685E-02  6.431E+00  2.814E+01  4.141E+00
0  194 -1.426E+00  6.875E+00  9.148E+01  4.078E+00
0  195  4.591E-01  7.859E+00  1.069E+01  4.465E+00
0  196  5.017E-02  1.391E-01  3.920E+01  4.452E+00
0  197  2.739E+00  5.123E+00  5.201E+01  5.021E+00
0  198  9.549E-02  6.497E+00  7.877E+01  4.128E+00
0  199  5.713E-01  3.928E+00  7.235E+01  4.732E+00
0  200 -1.885E+00  2.059E+00  3.304E+01  4.619E+00
0  201 -2.379E+00  4.692E+00  5.190E+01  4.145E+00
0  202 -1.453E+00  7.049E+00  8.375E+01  4.833E+00
0  203  6.547E-01  5.504E+00  4.932E+01  4.610E+00
0  204  1.003E+00  3.978E+00  5.708E+01  4.204E+00
0  205  4.332E-01  5.064E+00  7.081E+01  4.080E+00
0  206  1.411E+00  6.639E+00  3.642E+01  4.520E+00
0  207  9.020E-01  3.592E+00  6.455E+01  3.559E+00
0  208  5.044E-01  5.751E+00  3.416E+01  3.601E+00
0  209  3.500E+00  4.919E+00  6.716E+01  4.938E+00
0  210 -2.322E+00  3.382E+00  5.854E+01  4.532E+00
0  211 -9.990E-01  2.705E+00  2.740E+01  4.124E+00
0  212 -5.293E-01  4.568E+00  4.839E+01  4.567E+00
0  213  1.430E+00  2.579E+00  7.029E+01  4.421E+00
0  214  3.033E+00  5.720E+00  2.218E+01  4.018E+00
0  215  2.403E-02  5.698E+00  9.174E+01  4.395E+00
0  216 -7.609E-01  8.924E+00  8.425E+01  4.462E+00
0  217  7.566E-01  8.393E+00  3.696E+01  4.606E+00
0  218 -1.074E-01  1.590E+00  4.659E+01  4.116E+00
0  219  1.117E+00  9.371E+00  2.554E+01  4.140E+00
0  220  1.449E+00  5.585E+00  8.800E+01  4.898E+00
0  221 -1.990E+00  5.027E+00  2.698E+01  3.766E+00
0  222  4.481E-01  4.210E+00  9.725E+01  5.044E+00
0  223  1.491E+00  6.565E+00  3.863E+01  4.603E+00
0  224 -1.186E+00  2.126E+00  7.719E+01  3.902E+00
0  225  1.743E-01  7.358E+00  1.640E+01  5.154E+00
0  226 -8.317E-02  4.315E+00  4.481E+01  4.028E+00
0  227  1.199E+00  4.543E+00  7.559E+01  4.106E+00
0  228  1.715E+00  1.050E+01  4.148E+01  4.696E+00
0  229 -3.257E+00  6.610E+00  4.181E+01  4.968E+00
0  230 -2.072E+00  6.512E+00  2.990E+01  3.704E+00
0  231  1.487E+00  7.630E+00  6.188E+01  5.102E+00
0  232 -4.967E-01  9.577E-01  6.750E+01  4.064E+00
0  233  1.659E+00  7.068E+00  1.686E+01  4.838E+00
0  234 -1.319E+00  6.381E+00  6.666E+01  4.057E+00
0  235 -1.684E-01  7.805E+00  7.500E+01  4.675E+00
0  236  9.971E-01  5.374E+00  4.362E+01  3.974E+00
0  237 -8.396E-01  3.087E+00  8.585E+01  4.434E+00
0  238 -1.789E+00  5.192E+00  7.695E+01  4.164E+00
0  239 -3.727E-01  4.262E+00  4.446E+01  4.479E+00
0  240 -3.144E+00  5.577E+00  4.229E+01  4.298E+00
0  241  2.695E+00  2.465E+00  1.317E+01  4.714E+00
0  242  8.129E-01  6.787E+00  7.495E+01  4.042E+00
0  243 -1.796E+00  1.207E+00  1.938E+01  5.205E+00
0  244  3.500E+00  7.028E+00  3.858E+01  4.303E+00
0  245 -2.952E-01  9.064E+00  6.428E+01  3.559E+00
0  246 -6.424E-01  9.652E+00  5.355E+01  4.539E+00
0  247 -3.709E+00  3.642E+00  6.923E+01  4.555E+00
0  248 -1.137E+00  6.251E+00  2.656E+01  4.193E+00
0  249  5.809E-01  3.444E+00  9.855E+01  4.282E+00
0  250  1.141E+00  4.902E+00  2.504E+01  4.588E+00
0  251 -1.085E+00  7.936E+00  6.819E+01  4.589E+00
0  252 -9.058E-01  8.745E+00  1.901E+01  4.221E+00
0  253 -5.222E-01  1.001E+01  2.515E+01  4.523E+00
0  254  2.804E-01  5.984E+00  6.644E+01  4.223E+00
0  255  1.602E+00  4.481E+00  5.642E+01  4.133E+00
0  256 -1.450E+00  8.718E-01  4.509E+01  4.114E+00
0  257  5.858E-01  2.663E+00  7.287E+01  4.573E+00
0  258  1.308E+00  8.882E+00  2.974E+01  4.460E+00
0  259 -1.771E+00  5.351E+00  8.763E+01  4.392E+00
0  260 -3.279E-01  4.493E+00  6.804E+01  4.170E+00
0  261 -1.353E-01  2.780E+00  5.046E+01  4.073E+00
0  262  1.690E+00  3.182E+00  6.078E+01  4.361E+00
0  263 -1.571E+00  5.912E-01  7.041E+01  5.181E+00
0  264 -8.373E-01  5.084E+00  9.661E+01  4.121E+00
0  265 -4.380E-01  9.792E+00  5.903E+01  4.651E+00
0  266 -2.102E+00  9.471E+00  9.430E+01  4.870E+00
0  267  2.201E+00  5.741E+00  6.239E+01  4.010E+00
0  268 -5.160E-01  3.503E+00  1.356E+01  4.301E+00
0  269 -7.864E-01  5.894E+00  4.889E+01  3.972E+00
0  270  1.418E+00  7.591E+00  3.819E+01  4.869E+00
0  271 -1.530E+00  3.411E+00  4.640E+01  3.862E+00
0  272  2.309E-01  1.907E+00  3.250E+01  4.649E+00
0  273 -1.469E+00  6.071E+00  3.885E+01  4.054E+00
0  274  1.655E+00  5.814E+00  7.256E+01  4.791E+00
0  275 -1.324E+00  2.766E+00  7.436E+01  4.468E+00
0  276  5.497E-01  6.590E+00  3.788E+01  4.595E+00
0  277 -1.407E+00  4.270E+00  2.014E+01  4.892E+00
0  278  1.629E+00  4.669E+00  6.118E+01  4.678E+00
0  279 -1.987E+00  6.659E+00  8.192E+01  4.377E+00
0  280 -9.129E-01  1.139E+00  5.564E+01  4.735E+00
0  281  3.700E-01  7.953E+00  6.543E+01  5.205E+00
0  282 -2.155E-01  9.068E+00  3.014E+01  4.305E+00
0  283  1.152E+00  3.138E+00  7.455E+01  4.201E+00
0  284 -9.822E-01  5.942E+00  1.171E+01  3.875E+00
0  285  5.282E-01  6.142E+00  3.675E+01  4.699E+00
0  286 -1.627E-01  5.409E+00  9.926E+01  4.008E+00
0  287 -7.580E-01  4.718E+00  6.138E+01  4.953E+00
0  288  7.074E-01  4.074E+00  2.251E+01  3.678E+00
0  289  2.336E+00  7.409E+00  3.722E+01  4.571E+00
0  290  8.922E-02  3.424E+00  6.609E+01  4.344E+00
0  291 -2.274E+00  3.218E+00  3.037E+01  4.328E+00
0  292  3.987E-01  3.043E+00  8.675E+01  4.771E+00
0  293  2.915E+00  4.972E+00  2.070E+01  4.162E+00
0  294 -2.625E+00  6.907E-01  7.987E+01  4.445E+00
0  295  4.681E-01  5.071E+00  9.837E+01  3.796E+00
0  296  1.519E+00  6.270E+00  7.799E+01  3.559E+00
0  297 -5.079E-01  5.606E+00  4.609E+01  4.584E+00
0  298  1.379E+00  5.878E+00  2.367E+01  4.371E+00
0  299 -1.413E+00  4.194E+00  1.485E+01  3.826E+00
0  300  1.575E+00  4.185E+00  6.032E+01  4.070E+00
0  301  2.535E-01  3.389E+00  3.399E+01  4.091E+00
0  302 -2.170E+00  6.036E+00  3.915E+01  3.858E+00
0  303  4.077E-01  3.116E-01  3.228E+01  4.220E+00
0  304  3.348E-01  6.178E+00  2.541E+01  3.932E+00
0  305  1.800E+00  4.089E+00  4.887E+01  4.367E+00
0  306  2.154E+00  6.306E+00  3.247E+01  4.428E+00
0  307 -6.617E-01  3.291E+00  5.459E+01  4.407E+00
0  308  9.413E-01  4.331E+00  1.519E+01  4.265E+00
0  309 -1.671E+00  4.053E+00  7.345E+01  4.547E+00
0  310  4.259E-01  3.019E+00  4.426E+01  3.785E+00
0  311 -1.167E+00  2.155E+00  7.875E+01  3.949E+00
0  312 -1.173E+00  2.283E+00  5.477E+01  3.715E+00
0  313 -5.606E-01  5.963E+00  1.183E+01  4.295E+00
0  314  7.471E-01  3.123E+00  1.490E+01  4.334E+00
0  315  1.993E-01  6.324E+00  2.871E+01  5.062E+00
0  316  1.041E+00  3.285E+00  5.651E+01  4.215E+00
0  317 -1.096E+00  4.110E+00  6.345E+01  4.612E+00
0  318  1.781E+00  5.390E+00  5.231E+01  4.200E+00
0  319  1.944E+00  4.831E+00  6.166E+01  4.411E+00
0  320  2.998E-01  4.796E+00  4.058E+01  4.247E+00
0  321  7.412E-01  3.966E+00  9.084E+01  4.346E+00
0  322 -7.856E-01  8.035E+00  3.374E+01  4.542E+00
0  323 -3.042E-01  6.769E+00  9.958E+01  4.846E+00
0  324  8.507E-01  6.893E+00  7.108E+01  4.447E+00
0  325 -6.450E-01  3.935E+00  5.500E+01  4.489E+00
0  326  2.320E+00  4.586E+00  6.731E+01  4.722E+00
0  327 -2.561E+00  7.723E+00  7.743E+01  3.742E+00
0  328 -2.804E-01  7.548E+00  3.530E+01  4.190E+00
0  329 -3.941E-01  1.050E+01  4.961E+01  4.915E+00
0  330  1.179E+00  2.560E+00  6.981E+01  4.933E+00
0  331  2.301E+00  7.761E+00  5.733E+01  4.508E+00
0  332  3.048E-03  4.855E+00  2.056E+01  4.156E+00
0  333  4.797E-01  8.729E+00  3.954E+01  3.983E+00
0  334  3.525E-01  3.372E+00  2.481E+01  4.372E+00
0  335  1.135E-01  4.813E+00  3.562E+01  4.014E+00
0  336  1.030E+00  5.310E+00  4.855E+01  4.273E+00
0  337  1.584E+00  3.849E+00  8.842E+01  4.351E+00
0  338 -1.822E+00  3.249E+00  7.593E+01  4.496E+00
0  339 -4.048E-01  4.146E+00  2.135E+01  3.935E+00
0  340 -1.872E+00  3.308E+00  9.368E+01  4.559E+00
0  341 -6.177E-01  2.393E+00  4.511E+01  4.436E+00
0  342 -5.884E-01  4.755E+00  3.519E+01  4.359E+00
0  343  2.068E+00  6.118E+00  9.478E+01  4.076E+00
0  344 -1.269E-01  6.296E+00  7.633E+01  4.003E+00
0  345  3.500E+00  2.651E+00  7.392E+01  4.925E+00
0  346 -1.952E-01  4.379E+00  7.278E+01  4.063E+00
0  347  1.111E+00  7.783E+00  4.568E+01  4.796E+00
0  348 -3.335E+00  2.189E+00  2.326E+01  4.475E+00
0  349 -1.048E+00  5.364E+00  6.069E+01  4.110E+00
0  350 -3.000E+00  4.524E+00  7.969E+01  4.149E+00
0  351 -1.895E-01  4.375E+00  8.610E+01  4.366E+00
0  352 -3.413E+00  8.061E+00  7.356E+01  4.409E+00
0  353 -3.122E-01  6.099E+00  1.756E+01  4.745E+00
0  354 -2.867E+00  4.016E+00  9.630E+01  4.265E+00
0  355  9.740E-01  6.026E+00  4.778E+01  3.728E+00
0  356  1.475E-01  4.094E+00  5.923E+01  4.024E+00
0  357 -2.052E-01  8.012E+00  8.665E+01  3.999E+00
0  358 -2.512E+00  5.694E+00  7.377E+01  4.520E+00
0  359 -1.076E+00  6.542E+00  8.021E+01  4.068E+00
0  360  2.788E-01  7.708E+00  6.898E+01  4.879E+00
0  361 -8.822E-01  5.656E+00  5.532E+01  4.239E+00
0  362 -7.059E-02  5.007E+00  8.793E+01  4.741E+00
0  363 -1.244E+00  5.213E+00  3.494E+01  4.406E+00
0  364  2.424E+00  7.494E+00  8.552E+01  4.153E+00
0  365 -4.506E-01  2.500E+00  4.004E+01  4.514E+00
0  366 -3.597E-01  6.423E+00  2.122E+01  3.654E+00
0  367  3.010E+00  9.397E+00  1.257E+01  4.085E+00
0  368  1.202E+00  6.939E+00  2.175E+01  4.034E+00
0  369 -6.963E-01  6.012E+00  8.935E+01  4.260E+00
0  370 -9.928E-01  1.037E+01  8.448E+01  4.093E+00
0  371  2.162E+00  4.889E+00  4.946E+01  3.979E+00
0  372  2.009E+00  6.565E-01  9.417E+01  4.502E+00
0  373  2.469E+00  5.182E+00  2.435E+01  4.178E+00
0  374  1.019E+00  5.425E+00  2.336E+01  4.244E+00
0  375  1.558E+00  5.791E+00  3.076E+01  4.842E+00
0  376 -1.391E+00  6.635E+00  5.330E+01  4.639E+00
0  377  1.388E+00  7.737E+00  9.573E+01  4.441E+00
0  378 -1.374E+00  5.032E+00  4.029E+01  4.681E+00
0  379 -3.028E+00  5.545E+00  5.821E+01  4.474E+00
0  380 -1.056E+00  6.060E+00  4.073E+01  4.455E+00
0  381 -9.639E-01  5.864E+00  3.119E+01  4.569E+00
0  382 -1.476E+00  6.107E+00  6.392E+01  4.084E+00
0  383 -2.083E+00  5.109E+00  4.255E+01  4.151E+00
0  384  6.726E-01  5.443E+00  1.446E+01  4.577E+00
0  385  6.375E-01  5.912E+00  4.400E+01  4.451E+00
0  386 -2.582E+00  2.437E+00  4.824E+01  4.184E+00
0  387 -7.294E-01  3.115E+00  3.054E+01  4.689E+00
0  388  2.873E+00  4.130E+00  9.645E+01  4.645E+00
0  389 -8.786E-01  4.962E+00  5.142E+01  4.390E+00
0  390  1.900E-01  5.676E+00  2.725E+01  4.385E+00
0  391 -2.254E+00  2.022E+00  5.615E+01  4.878E+00
0  392  1.841E-01  5.619E+00  8.692E+01  3.775E+00
0  393  1.272E+00  6.989E+00  4.732E+01  4.473E+00
0  394  1.031E+00  1.926E+00  2.767E+01  4.255E+00
0  395 -1.816E+00  7.281E+00  3.392E+01  4.387E+00
0  396 -3.687E+00  5.522E+00  9.449E+01  4.303E+00
